Date,Hours,Opn_Hours
11/25/2012,0,0
11/26/2012,2,0
11/27/2012,3,0
11/28/2012,2,0
11/29/2012,9,0
11/30/2012,22,0
12/1/2012,0,0
12/2/2012,0,0
12/3/2012,0,0
12/4/2012,22,0
12/5/2012,0,0
12/6/2012,6,0
12/7/2012,2,0
12/8/2012,12,0
12/9/2012,0,0
12/10/2012,13,0
12/11/2012,7,0
12/12/2012,23,0
12/13/2012,0,0
12/14/2012,0,0
12/15/2012,0,0
12/16/2012,0,0
12/17/2012,0,0
12/18/2012,12,0
12/19/2012,13,0
12/20/2012,0,0
12/21/2012,0,0
12/22/2012,0,0
12/23/2012,0,0
12/24/2012,0,0
12/25/2012,16,0
12/26/2012,0,0
12/27/2012,0,0
12/28/2012,19,0
12/29/2012,0,0
12/30/2012,0,0
12/31/2012,0,0
1/1/2013,0,0
1/2/2013,0,0
1/3/2013,2,0
1/4/2013,21,0
1/5/2013,0,0
1/6/2013,17,0
1/7/2013,0,0
1/8/2013,0,0
1/9/2013,23,0
1/10/2013,7,0
1/11/2013,0,0
1/12/2013,0,0
1/13/2013,22,0
1/14/2013,15,0
1/15/2013,9,0
1/16/2013,2,0
1/17/2013,0,0
1/18/2013,0,0
1/19/2013,2,0
1/20/2013,0,0
1/21/2013,0,0
1/22/2013,19,0
1/23/2013,14,0
1/24/2013,0,0
1/25/2013,0,0
1/26/2013,0,0
1/27/2013,0,0
1/28/2013,0,0
1/29/2013,14,0
1/30/2013,0,0
1/31/2013,20,0
2/1/2013,22,0
2/2/2013,19,0
2/3/2013,0,0
2/4/2013,14,0
2/5/2013,13,0
2/6/2013,0,0
2/7/2013,0,0
2/8/2013,0,0
2/9/2013,1,0
2/10/2013,0,0
2/11/2013,0,0
2/12/2013,7,0
2/13/2013,24,0
2/14/2013,0,0
2/15/2013,0,0
2/16/2013,0,0
2/17/2013,8,0
2/18/2013,0,0
2/19/2013,0,0
2/20/2013,0,0
2/21/2013,16,0
2/22/2013,0,0
2/23/2013,0,0
2/24/2013,0,0
2/25/2013,15,0
2/26/2013,0,0
2/27/2013,0,0
2/28/2013,0,0
3/1/2013,2,0
3/2/2013,21,0
3/3/2013,0,0
3/4/2013,0,0
3/5/2013,0,0
3/6/2013,15,0
3/7/2013,0,0
3/8/2013,0,0
3/9/2013,20,0
3/10/2013,0,0
3/11/2013,0,0
3/12/2013,22,0
3/13/2013,0,0
3/14/2013,0,0
3/15/2013,0,0
3/16/2013,7,0
3/17/2013,0,0
3/18/2013,7,0
3/19/2013,0,0
3/20/2013,0,0
3/21/2013,5,0
3/22/2013,0,0
3/23/2013,0,0
3/24/2013,15,0
3/25/2013,12,0
3/26/2013,2,0
3/27/2013,0,0
3/28/2013,10,0
3/29/2013,0,0
3/30/2013,9,0
3/31/2013,0,0
4/1/2013,0,0
4/2/2013,0,0
4/3/2013,0,0
4/4/2013,0,0
4/5/2013,0,0
4/6/2013,0,0
4/7/2013,0,0
4/8/2013,5,0
4/9/2013,0,0
4/10/2013,10,0
4/11/2013,12,0
4/12/2013,0,0
4/13/2013,8,0
4/14/2013,6,0
4/15/2013,0,0
4/16/2013,0,0
4/17/2013,18,0
4/18/2013,0,0
4/19/2013,1,0
4/20/2013,23,0
4/21/2013,0,0
4/22/2013,0,0
4/23/2013,0,0
4/24/2013,0,0
4/25/2013,0,0
4/26/2013,0,0
4/27/2013,0,0
4/28/2013,15,0
4/29/2013,4,0
4/30/2013,2,0
5/1/2013,8,0
5/2/2013,15,0
5/3/2013,6,0
5/4/2013,0,0
5/5/2013,0,0
5/6/2013,22,0
5/7/2013,0,0
5/8/2013,0,0
5/9/2013,0,0
5/10/2013,18,0
5/11/2013,0,0
5/12/2013,1,0
5/13/2013,0,0
5/14/2013,0,0
5/15/2013,0,0
5/16/2013,0,0
5/17/2013,4,0
5/18/2013,6,0
5/19/2013,2,0
5/20/2013,0,0
5/21/2013,14,0
5/22/2013,0,0
5/23/2013,0,0
5/24/2013,0,0
5/25/2013,21,0
5/26/2013,0,0
5/27/2013,0,0
5/28/2013,0,0
5/29/2013,0,0
5/30/2013,9,0
5/31/2013,11,0
6/1/2013,24,0
6/2/2013,16,0
6/3/2013,8,0
6/4/2013,0,0
6/5/2013,0,0
6/6/2013,0,0
6/7/2013,0,0
6/8/2013,7,0
6/9/2013,0,0
6/10/2013,0,0
6/11/2013,0,0
6/12/2013,11,0
6/13/2013,7,0
6/14/2013,0,0
6/15/2013,14,0
6/16/2013,0,0
6/17/2013,0,0
6/18/2013,0,0
6/19/2013,7,0
6/20/2013,0,0
6/21/2013,0,0
6/22/2013,0,0
6/23/2013,9,0
6/24/2013,0,0
6/25/2013,0,0
6/26/2013,0,0
6/27/2013,0,0
6/28/2013,0,0
6/29/2013,0,0
6/30/2013,0,0
7/1/2013,0,0
7/2/2013,0,0
7/3/2013,10,0
7/4/2013,2,0
7/5/2013,0,0
7/6/2013,5,0
7/7/2013,0,0
7/8/2013,10,0
7/9/2013,0,0
7/10/2013,22,0
7/11/2013,0,0
7/12/2013,0,0
7/13/2013,0,0
7/14/2013,0,0
7/15/2013,5,0
7/16/2013,0,0
7/17/2013,0,0
7/18/2013,0,0
7/19/2013,0,0
7/20/2013,10,0
7/21/2013,1,0
7/22/2013,5,0
7/23/2013,0,0
7/24/2013,18,0
7/25/2013,1,0
7/26/2013,6,0
7/27/2013,0,0
7/28/2013,5,0
7/29/2013,0,0
7/30/2013,20,0
7/31/2013,0,0
8/1/2013,0,0
8/2/2013,8,0
8/3/2013,18,0
8/4/2013,22,0
8/5/2013,4,0
8/6/2013,0,0
8/7/2013,13,0
8/8/2013,14,0
8/9/2013,4,0
8/10/2013,0,0
8/11/2013,0,0
8/12/2013,0,0
8/13/2013,12,0
8/14/2013,18,0
8/15/2013,0,0
8/16/2013,15,0
8/17/2013,0,0
8/18/2013,0,0
8/19/2013,12,0
8/20/2013,0,0
8/21/2013,7,0
8/22/2013,22,0
8/23/2013,0,0
8/24/2013,16,0
8/25/2013,6,0
8/26/2013,0,0
8/27/2013,0,0
8/28/2013,0,0
8/29/2013,0,0
8/30/2013,8,0
8/31/2013,0,0
9/1/2013,17,0
9/2/2013,0,0
9/3/2013,19,0
9/4/2013,0,0
9/5/2013,0,0
9/6/2013,0,0
9/7/2013,4,0
9/8/2013,0,0
9/9/2013,11,0
9/10/2013,0,0
9/11/2013,6,0
9/12/2013,24,0
9/13/2013,0,0
9/14/2013,0,0
9/15/2013,4,0
9/16/2013,0,0
9/17/2013,0,0
9/18/2013,0,0
9/19/2013,0,0
9/20/2013,0,0
9/21/2013,0,0
9/22/2013,0,0
9/23/2013,8,0
9/24/2013,0,0
9/25/2013,19,0
9/26/2013,18,0
9/27/2013,0,0
9/28/2013,0,0
9/29/2013,0,0
9/30/2013,0,0
10/1/2013,0,0
10/2/2013,7,0
10/3/2013,0,0
10/4/2013,2,0
10/5/2013,0,0
10/6/2013,0,0
10/7/2013,5,0
10/8/2013,18,0
10/9/2013,2,0
10/10/2013,23,0
10/11/2013,23,0
10/12/2013,11,0
10/13/2013,0,0
10/14/2013,10,0
10/15/2013,0,0
10/16/2013,0,0
10/17/2013,23,0
10/18/2013,12,0
10/19/2013,14,0
10/20/2013,13,0
10/21/2013,0,0
10/22/2013,0,0
10/23/2013,4,0
10/24/2013,0,0
10/25/2013,0,0
10/26/2013,0,0
10/27/2013,0,0
10/28/2013,19,0
10/29/2013,15,0
10/30/2013,0,0
10/31/2013,0,0
11/1/2013,0,0
11/2/2013,0,0
11/3/2013,10,0
11/4/2013,0,0
11/5/2013,0,0
11/6/2013,14,0
11/7/2013,0,0
11/8/2013,0,0
11/9/2013,14,0
11/10/2013,20,0
11/11/2013,0,0
11/12/2013,0,0
11/13/2013,0,0
11/14/2013,0,0
11/15/2013,8,0
11/16/2013,4,0
11/17/2013,8,0
11/18/2013,0,0
11/19/2013,0,0
11/20/2013,0,0
11/21/2013,19,0
11/22/2013,0,0
11/23/2013,0,0
11/24/2013,0,0
11/25/2013,3,0
11/26/2013,0,0
11/27/2013,0,0
11/28/2013,20,0
11/29/2013,19,0
11/30/2013,18,0
12/1/2013,0,0
12/2/2013,0,0
12/3/2013,0,0
12/4/2013,23,0
12/5/2013,2,0
12/6/2013,0,0
12/7/2013,18,0
12/8/2013,22,0
12/9/2013,0,0
12/10/2013,0,0
12/11/2013,0,0
12/12/2013,13,0
12/13/2013,0,0
12/14/2013,19,0
12/15/2013,0,0
12/16/2013,0,0
12/17/2013,0,0
12/18/2013,3,0
12/19/2013,0,0
12/20/2013,17,0
12/21/2013,0,0
12/22/2013,5,0
12/23/2013,0,0
12/24/2013,0,0
12/25/2013,0,0
12/26/2013,0,0
12/27/2013,21,0
12/28/2013,0,0
12/29/2013,0,0
12/30/2013,0,0
12/31/2013,0,0
1/1/2014,0,0
1/2/2014,0,0
1/3/2014,0,0
1/4/2014,0,0
1/5/2014,0,0
1/6/2014,12,0
1/7/2014,7,0
1/8/2014,0,0
1/9/2014,0,0
1/10/2014,0,0
1/11/2014,0,0
1/12/2014,6,0
1/13/2014,0,0
1/14/2014,0,0
1/15/2014,21,0
1/16/2014,21,0
1/17/2014,0,0
1/18/2014,4,0
1/19/2014,8,0
1/20/2014,20,0
1/21/2014,1,0
1/22/2014,3,0
1/23/2014,24,0
1/24/2014,1,0
1/25/2014,0,0
1/26/2014,5,0
1/27/2014,22,0
1/28/2014,22,0
1/29/2014,0,0
1/30/2014,0,0
1/31/2014,10,0
2/1/2014,5,0
2/2/2014,0,0
2/3/2014,0,0
2/4/2014,13,0
2/5/2014,0,0
2/6/2014,22,0
2/7/2014,17,0
2/8/2014,0,0
2/9/2014,0,0
2/10/2014,4,0
2/11/2014,0,0
2/12/2014,0,0
2/13/2014,0,0
2/14/2014,0,0
2/15/2014,0,0
2/16/2014,0,0
2/17/2014,0,0
2/18/2014,0,0
2/19/2014,0,0
2/20/2014,10,0
2/21/2014,0,0
2/22/2014,11,0
2/23/2014,0,0
2/24/2014,3,0
2/25/2014,0,0
2/26/2014,0,0
2/27/2014,22,0
2/28/2014,0,0
3/1/2014,0,0
3/2/2014,0,0
3/3/2014,0,0
3/4/2014,4,0
3/5/2014,18,0
3/6/2014,7,0
3/7/2014,0,0
3/8/2014,0,0
3/9/2014,0,0
3/10/2014,0,0
3/11/2014,0,0
3/12/2014,24,0
3/13/2014,0,0
3/14/2014,0,0
3/15/2014,0,0
3/16/2014,0,0
3/17/2014,0,0
3/18/2014,0,0
3/19/2014,16,0
3/20/2014,13,0
3/21/2014,0,0
3/22/2014,5,0
3/23/2014,20,0
3/24/2014,8,0
3/25/2014,9,0
3/26/2014,8,0
3/27/2014,2,0
3/28/2014,0,0
3/29/2014,0,0
3/30/2014,0,0
3/31/2014,14,0
4/1/2014,2,0
4/2/2014,12,0
4/3/2014,0,0
4/4/2014,0,0
4/5/2014,11,0
4/6/2014,0,0
4/7/2014,0,0
4/8/2014,0,0
4/9/2014,14,0
4/10/2014,0,0
4/11/2014,6,0
4/12/2014,18,0
4/13/2014,0,0
4/14/2014,0,0
4/15/2014,0,0
4/16/2014,0,0
4/17/2014,0,0
4/18/2014,0,0
4/19/2014,10,0
4/20/2014,16,0
4/21/2014,0,0
4/22/2014,0,0
4/23/2014,13,0
4/24/2014,0,0
4/25/2014,0,0
4/26/2014,13,0
4/27/2014,0,0
4/28/2014,20,0
4/29/2014,0,0
4/30/2014,16,0
5/1/2014,0,0
5/2/2014,22,0
5/3/2014,0,0
5/4/2014,0,0
5/5/2014,0,0
5/6/2014,0,0
5/7/2014,8,0
5/8/2014,0,0
5/9/2014,0,0
5/10/2014,4,0
5/11/2014,20,0
5/12/2014,0,0
5/13/2014,16,0
5/14/2014,1,0
5/15/2014,0,0
5/16/2014,19,0
5/17/2014,0,0
5/18/2014,20,0
5/19/2014,0,0
5/20/2014,0,0
5/21/2014,0,0
5/22/2014,6,0
5/23/2014,0,0
5/24/2014,0,0
5/25/2014,16,0
5/26/2014,0,0
5/27/2014,0,0
5/28/2014,10,0
5/29/2014,2,0
5/30/2014,0,0
5/31/2014,22,0
6/1/2014,23,0
6/2/2014,0,0
6/3/2014,0,0
6/4/2014,2,0
6/5/2014,10,0
6/6/2014,0,0
6/7/2014,0,0
6/8/2014,0,0
6/9/2014,16,0
6/10/2014,10,0
6/11/2014,0,0
6/12/2014,0,0
6/13/2014,9,0
6/14/2014,22,0
6/15/2014,9,0
6/16/2014,0,0
6/17/2014,1,0
6/18/2014,13,0
6/19/2014,0,0
6/20/2014,22,0
6/21/2014,0,0
6/22/2014,24,0
6/23/2014,0,0
6/24/2014,0,0
6/25/2014,23,0
6/26/2014,0,0
6/27/2014,20,0
6/28/2014,0,0
6/29/2014,0,0
6/30/2014,8,0
7/1/2014,0,0
7/2/2014,24,0
7/3/2014,6,0
7/4/2014,0,0
7/5/2014,13,0
7/6/2014,0,0
7/7/2014,0,0
7/8/2014,23,0
7/9/2014,0,0
7/10/2014,0,0
7/11/2014,0,0
7/12/2014,0,0
7/13/2014,0,0
7/14/2014,20,0
7/15/2014,0,0
7/16/2014,0,0
7/17/2014,0,0
7/18/2014,5,0
7/19/2014,0,0
7/20/2014,0,0
7/21/2014,0,0
7/22/2014,0,0
7/23/2014,0,0
7/24/2014,22,0
7/25/2014,0,0
7/26/2014,0,0
7/27/2014,0,0
7/28/2014,0,0
7/29/2014,21,0
7/30/2014,0,0
7/31/2014,0,0
8/1/2014,0,0
8/2/2014,16,0
8/3/2014,0,0
8/4/2014,18,0
8/5/2014,0,0
8/6/2014,0,0
8/7/2014,0,0
8/8/2014,0,0
8/9/2014,0,0
8/10/2014,15,0
8/11/2014,0,0
8/12/2014,0,0
8/13/2014,17,0
8/14/2014,6,0
8/15/2014,14,0
8/16/2014,0,0
8/17/2014,0,0
8/18/2014,0,0
8/19/2014,19,0
8/20/2014,0,0
8/21/2014,5,0
8/22/2014,0,0
8/23/2014,0,0
8/24/2014,0,0
8/25/2014,4,0
8/26/2014,0,0
8/27/2014,0,0
8/28/2014,0,0
8/29/2014,21,0
8/30/2014,23,0
8/31/2014,0,0
9/1/2014,0,0
9/2/2014,3,0
9/3/2014,17,0
9/4/2014,0,0
9/5/2014,0,0
9/6/2014,24,0
9/7/2014,0,0
9/8/2014,0,0
9/9/2014,0,0
9/10/2014,0,0
9/11/2014,0,0
9/12/2014,20,0
9/13/2014,19,0
9/14/2014,0,0
9/15/2014,0,0
9/16/2014,0,0
9/17/2014,0,0
9/18/2014,0,0
9/19/2014,0,0
9/20/2014,0,0
9/21/2014,0,0
9/22/2014,0,0
9/23/2014,0,0
9/24/2014,0,0
9/25/2014,7,0
9/26/2014,0,0
9/27/2014,0,0
9/28/2014,0,0
9/29/2014,0,0
9/30/2014,16,0
10/1/2014,0,0
10/2/2014,0,0
10/3/2014,9,0
10/4/2014,0,0
10/5/2014,0,0
10/6/2014,0,0
10/7/2014,0,0
10/8/2014,0,0
10/9/2014,22,0
10/10/2014,0,0
10/11/2014,0,0
10/12/2014,0,0
10/13/2014,0,0
10/14/2014,23,0
10/15/2014,13,0
10/16/2014,10,0
10/17/2014,0,0
10/18/2014,0,0
10/19/2014,1,0
10/20/2014,2,0
10/21/2014,0,0
10/22/2014,9,0
10/23/2014,0,0
10/24/2014,24,0
10/25/2014,21,0
10/26/2014,10,0
10/27/2014,0,0
10/28/2014,0,0
10/29/2014,18,0
10/30/2014,0,0
10/31/2014,0,0
11/1/2014,20,0
11/2/2014,19,0
11/3/2014,20,0
11/4/2014,0,0
11/5/2014,0,0
11/6/2014,0,0
11/7/2014,0,0
11/8/2014,0,0
11/9/2014,12,0
11/10/2014,0,0
11/11/2014,0,0
11/12/2014,0,0
11/13/2014,0,0
11/14/2014,0,0
11/15/2014,0,0
11/16/2014,23,0
11/17/2014,6,0
11/18/2014,14,0
11/19/2014,0,0
11/20/2014,0,0
11/21/2014,1,0
11/22/2014,0,0
11/23/2014,13,0
11/24/2014,0,0
11/25/2014,0,0
11/26/2014,0,0
11/27/2014,18,0
11/28/2014,0,0
11/29/2014,5,0
11/30/2014,0,0
12/1/2014,0,0
12/2/2014,0,0
12/3/2014,23,0
12/4/2014,0,0
12/5/2014,0,0
12/6/2014,3,0
12/7/2014,0,0
12/8/2014,4,0
12/9/2014,0,0
12/10/2014,0,0
12/11/2014,15,0
12/12/2014,0,0
12/13/2014,0,0
12/14/2014,2,0
12/15/2014,24,0
12/16/2014,16,0
12/17/2014,1,0
12/18/2014,0,0
12/19/2014,14,0
12/20/2014,3,0
12/21/2014,17,0
12/22/2014,9,0
12/23/2014,14,0
12/24/2014,0,0
12/25/2014,0,0
12/26/2014,0,0
12/27/2014,0,0
12/28/2014,0,0
12/29/2014,0,0
12/30/2014,6,0
12/31/2014,24,0
1/1/2015,0,0
1/2/2015,0,0
1/3/2015,0,0
1/4/2015,19,0
1/5/2015,0,0
1/6/2015,0,0
1/7/2015,0,0
1/8/2015,0,0
1/9/2015,0,0
1/10/2015,19,0
1/11/2015,0,0
1/12/2015,3,0
1/13/2015,0,0
1/14/2015,0,0
1/15/2015,0,0
1/16/2015,3,0
1/17/2015,21,0
1/18/2015,13,0
1/19/2015,11,0
1/20/2015,0,0
1/21/2015,0,0
1/22/2015,8,0
1/23/2015,0,0
1/24/2015,0,0
1/25/2015,12,0
1/26/2015,11,0
1/27/2015,0,0
1/28/2015,0,0
1/29/2015,0,0
1/30/2015,0,0
1/31/2015,0,0
2/1/2015,0,0
2/2/2015,0,0
2/3/2015,20,0
2/4/2015,0,0
2/5/2015,0,0
2/6/2015,1,0
2/7/2015,14,0
2/8/2015,0,0
2/9/2015,0,0
2/10/2015,11,0
2/11/2015,0,0
2/12/2015,3,0
2/13/2015,0,0
2/14/2015,0,0
2/15/2015,0,0
2/16/2015,0,0
2/17/2015,0,0
2/18/2015,0,0
2/19/2015,0,0
2/20/2015,0,0
2/21/2015,0,0
2/22/2015,0,0
2/23/2015,10,0
2/24/2015,8,0
2/25/2015,0,0
2/26/2015,9,0
2/27/2015,23,0
2/28/2015,2,0
3/1/2015,0,0
3/2/2015,10,0
3/3/2015,0,0
3/4/2015,20,0
3/5/2015,1,0
3/6/2015,0,0
3/7/2015,0,0
3/8/2015,0,0
3/9/2015,0,0
3/10/2015,7,0
3/11/2015,0,0
3/12/2015,0,0
3/13/2015,0,0
3/14/2015,16,0
3/15/2015,0,0
3/16/2015,0,0
3/17/2015,1,0
3/18/2015,17,0
3/19/2015,5,0
3/20/2015,20,0
3/21/2015,22,0
3/22/2015,15,0
3/23/2015,0,0
3/24/2015,0,0
3/25/2015,12,0
3/26/2015,19,0
3/27/2015,7,0
3/28/2015,2,0
3/29/2015,8,0
3/30/2015,0,0
3/31/2015,10,0
4/1/2015,16,0
4/2/2015,0,0
4/3/2015,13,0
4/4/2015,0,0
4/5/2015,24,0
4/6/2015,7,0
4/7/2015,8,0
4/8/2015,0,0
4/9/2015,6,0
4/10/2015,0,0
4/11/2015,23,0
4/12/2015,0,0
4/13/2015,0,0
4/14/2015,0,0
4/15/2015,22,0
4/16/2015,0,0
4/17/2015,19,0
4/18/2015,0,0
4/19/2015,0,0
4/20/2015,0,0
4/21/2015,4,0
4/22/2015,0,0
4/23/2015,11,0
4/24/2015,0,0
4/25/2015,6,0
4/26/2015,19,0
4/27/2015,0,0
4/28/2015,0,0
4/29/2015,0,0
4/30/2015,2,0
5/1/2015,6,0
5/2/2015,20,0
5/3/2015,0,0
5/4/2015,0,0
5/5/2015,0,0
5/6/2015,0,0
5/7/2015,15,0
5/8/2015,23,0
5/9/2015,0,0
5/10/2015,21,0
5/11/2015,0,0
5/12/2015,0,0
5/13/2015,0,0
5/14/2015,0,0
5/15/2015,0,0
5/16/2015,0,0
5/17/2015,21,0
5/18/2015,0,0
5/19/2015,0,0
5/20/2015,23,0
5/21/2015,19,0
5/22/2015,0,0
5/23/2015,0,0
5/24/2015,9,0
5/25/2015,22,0
5/26/2015,0,0
5/27/2015,0,0
5/28/2015,10,0
5/29/2015,0,0
5/30/2015,1,0
5/31/2015,13,0
6/1/2015,0,0
6/2/2015,0,0
6/3/2015,24,0
6/4/2015,9,0
6/5/2015,0,0
6/6/2015,16,0
6/7/2015,8,0
6/8/2015,0,0
6/9/2015,0,0
6/10/2015,0,0
6/11/2015,17,0
6/12/2015,0,0
6/13/2015,0,0
6/14/2015,0,0
6/15/2015,0,0
6/16/2015,0,0
6/17/2015,0,0
6/18/2015,0,0
6/19/2015,0,0
6/20/2015,0,0
6/21/2015,0,0
6/22/2015,0,0
6/23/2015,23,0
6/24/2015,0,0
6/25/2015,0,0
6/26/2015,0,0
6/27/2015,6,0
6/28/2015,0,0
6/29/2015,19,0
6/30/2015,0,0
7/1/2015,0,0
7/2/2015,0,0
7/3/2015,21,0
7/4/2015,0,0
7/5/2015,0,0
7/6/2015,0,0
7/7/2015,0,0
7/8/2015,0,0
7/9/2015,0,0
7/10/2015,0,0
7/11/2015,0,0
7/12/2015,0,0
7/13/2015,0,0
7/14/2015,9,0
7/15/2015,2,0
7/16/2015,3,0
7/17/2015,0,0
7/18/2015,21,0
7/19/2015,0,0
7/20/2015,0,0
7/21/2015,0,0
7/22/2015,0,0
7/23/2015,5,0
7/24/2015,8,0
7/25/2015,0,0
7/26/2015,0,0
7/27/2015,0,0
7/28/2015,21,0
7/29/2015,6,0
7/30/2015,16,0
7/31/2015,0,0
8/1/2015,0,0
8/2/2015,0,0
8/3/2015,0,0
8/4/2015,7,0
8/5/2015,0,0
8/6/2015,2,0
8/7/2015,5,0
8/8/2015,0,0
8/9/2015,24,0
8/10/2015,0,0
8/11/2015,0,0
8/12/2015,0,0
8/13/2015,15,0
8/14/2015,0,0
8/15/2015,15,0
8/16/2015,1,0
8/17/2015,0,0
8/18/2015,0,0
8/19/2015,0,0
8/20/2015,3,0
8/21/2015,2,0
8/22/2015,0,0
8/23/2015,0,0
8/24/2015,0,0
8/25/2015,0,0
8/26/2015,0,0
8/27/2015,0,0
8/28/2015,0,0
8/29/2015,0,0
8/30/2015,0,0
8/31/2015,10,0
9/1/2015,0,0
9/2/2015,15,0
9/3/2015,0,0
9/4/2015,0,0
9/5/2015,16,0
9/6/2015,0,0
9/7/2015,0,0
9/8/2015,0,0
9/9/2015,10,0
9/10/2015,0,0
9/11/2015,8,0
9/12/2015,0,0
9/13/2015,0,0
9/14/2015,0,0
9/15/2015,9,0
9/16/2015,0,0
9/17/2015,0,0
9/18/2015,19,0
9/19/2015,0,0
9/20/2015,6,0
9/21/2015,14,0
9/22/2015,0,0
9/23/2015,11,0
9/24/2015,23,0
9/25/2015,0,0
9/26/2015,0,0
9/27/2015,0,0
9/28/2015,0,0
9/29/2015,0,0
9/30/2015,15,0
10/1/2015,0,0
10/2/2015,0,0
10/3/2015,0,0
10/4/2015,0,0
10/5/2015,0,0
10/6/2015,12,0
10/7/2015,0,0
10/8/2015,6,0
10/9/2015,0,0
10/10/2015,0,0
10/11/2015,0,0
10/12/2015,0,0
10/13/2015,13,0
10/14/2015,7,0
10/15/2015,1,0
10/16/2015,0,0
10/17/2015,0,0
10/18/2015,20,0
10/19/2015,0,0
10/20/2015,0,0
10/21/2015,13,0
10/22/2015,0,0
10/23/2015,13,0
10/24/2015,14,0
10/25/2015,0,0
10/26/2015,0,0
10/27/2015,9,0
10/28/2015,0,0
10/29/2015,0,0
10/30/2015,0,0
10/31/2015,17,0
11/1/2015,0,0
11/2/2015,0,0
11/3/2015,18,0
11/4/2015,8,0
11/5/2015,0,0
11/6/2015,0,0
11/7/2015,1,0
11/8/2015,10,0
11/9/2015,0,0
11/10/2015,11,0
11/11/2015,0,0
11/12/2015,8,0
11/13/2015,0,0
11/14/2015,0,0
11/15/2015,0,0
11/16/2015,1,0
11/17/2015,24,0
11/18/2015,0,0
11/19/2015,10,0
11/20/2015,19,0
11/21/2015,7,0
11/22/2015,0,0
11/23/2015,2,0
11/24/2015,1,0
11/25/2015,0,0
11/26/2015,0,0
11/27/2015,0,0
11/28/2015,0,0
11/29/2015,0,0
11/30/2015,0,0
12/1/2015,0,0
12/2/2015,0,0
12/3/2015,6,0
12/4/2015,5,0
12/5/2015,0,0
12/6/2015,0,0
12/7/2015,13,0
12/8/2015,0,0
12/9/2015,20,0
12/10/2015,0,0
12/11/2015,12,0
12/12/2015,7,0
12/13/2015,7,0
12/14/2015,14,0
12/15/2015,5,0
12/16/2015,0,0
12/17/2015,0,0
12/18/2015,0,0
12/19/2015,0,0
12/20/2015,0,0
12/21/2015,21,0
12/22/2015,0,0
12/23/2015,23,0
12/24/2015,0,0
12/25/2015,22,0
12/26/2015,23,0
12/27/2015,0,0
